Id,Title,Dict,Score
8497,Jaypee Group stocks rally over 12% on power plant deal with JSW Energy,"{""Jaypee Group"": ""positive"", ""JSW Energy"": ""neutral""}",13
8557,Chennai Petroleum net profit jumps over seven-fold at Rs 364 crore for fourth quarter,"{""Chennai Petroleum"": ""positive""}",14
8787,Airlines down on jet fuel price hike,"{""Airlines"": ""negative""}",7
8803,Brent slips near $110 after Ukraine election,"{""Brent"": ""negative""}",7
8824,Crude rout slams stocks; safe-haven assets sought,"{""Crude rout"": ""negative""}",7
8846,"Growth worries grip stock markets, crude oil","{""stock"": ""negative""}",7
8888,Oil slips below $86 on global over-supply,"{""Oil"": ""negative""}",7
8892,OPEC decision knocks oil down; dollar gains,"{""dollar"": ""positive"", ""oil"": ""negative"", ""OPEC"": ""neutral""}",7
8943,Zinc futures soften 0.67% on global cues,"{""Zinc"": ""negative""}",7
8967,Blended fuel could add to pressure on cane,"{""cane"": ""negative"", ""Blended fuel"": ""neutral""}",8
8972,"Brent below $92 on weaker dollar, Cushing draw","{""Brent"": ""negative"", ""dollar"": ""negative""}",8
8973,Brent falls after Chinese data; stays below $101,"{""Brent"": ""negative""}",8
8991,Crude oil futures down on weak Asian cues,"{""Crude oil"": ""negative""}",8
8992,Crude oil futures fall 0.49% on Asian cues,"{""Crude oil"": ""negative""}",8
9012,"European stocks slide on lower oil prices, Greece","{""European stocks"": ""negative"", ""oil"": ""negative""}",8
9076,Oil prices down ahead of US stockpiles report,"{""Oil"": ""negative""}",8
9077,Oil prices fall after OPEC keeps production high,"{""Oil"": ""negative"", ""OPEC"": ""neutral""}",8
9078,"Oil prices fall, stumbling emerging markets dent outlook","{""Oil"": ""negative""}",8
9079,Oil prices slide in poor start to week,"{""Oil"": ""negative""}",8
9080,Oil slips towards $110 as supply fears fade,"{""Oil"": ""negative""}",8
9081,OPEC does little as Brent drops under $75/bbl,"{""Brent"": ""negative"", ""OPEC"": ""neutral""}",8
9117,Speculators cut Brent long holding for third week,"{""Brent"": ""negative""}",8
9137,US crude hits five-year low on market rout,"{""US crude"": ""negative""}",8
9178,"Brent climbs towards $101, pulls away from 16-month low","{""Brent"": ""negative""}",9
9179,Brent drops below $87 as Fed optimism lifts dollar,"{""Brent"": ""negative""}",9
9180,Brent falls close to $69 after Saudi price cut,"{""Brent"": ""negative""}",9
9181,Brent near 13-month low below $103 on brisk supplies,"{""Brent"": ""negative""}",9
9182,"Brent steady under $109, set for second weekly loss","{""B"": ""negative""}",9
9222,"Falling crude prices may adversely impact India, global markets","{""crude"": ""negative""}",9
9226,"Gains in crude oil limited, investors weigh QE3 impact","{""crude oil"": ""negative""}",9
9245,Investors dump higher oil bets as prices fall: IntercontinentalExchange,"{""oil"": ""negative"", ""IntercontinentalExchange"": ""neutral""}",9
9292,Oil hits two-year low; dollar rises ahead of Fed,"{""dollar"": ""positive"", ""Oil"": ""negative""}",9
9293,Oil prices plunge after OPEC decides against output cut,"{""Oil"": ""negative"", ""OPEC"": ""neutral""}",9
9336,"Silver futures down 1.16% on profit-booking, weak global cues","{""Silver"": ""negative""}",9
9348,Steady supply keeps Brent oil below $100 a barrel,"{""Brent oil"": ""negative""}",9
9371,10-year bond yield eases tracking fall in global oil prices,"{""10-year bond"": ""negative"", ""oil"": ""negative""}",10
9386,Aviation turbine fuel: Dollar hits where it hurts the most,"{""Aviation turbine fuel"": ""negative""}",10
9391,"Bond yields edge down at open, tracking oil, US peers","{""Bond"": ""negative""}",10
9393,Brent crude drops below $98; weak demand outweighs geopolitical worries,"{""Brent"": ""negative""}",10
9394,"Brent falls towards $85 amid supply glut, lower price forecasts","{""Brent"": ""negative""}",10
9395,Brent slips below $72 after sharp rally in volatile market,"{""Brent"": ""negative""}",10
9429,Energy shares drag on Wall Street as crude prices fall,"{""crude"": ""negative""}",10
9430,"Essar Oil slumps 6.4 per cent, below delisting floor price","{""Essar Oil"": ""negative""}",10
9444,"Global oil prices slide, rout undeterred by US jobs data","{""oil"": ""negative""}",10
9522,"Oil dives to new depths, rush to safety aids yen","{""Oil"": ""negative""}",10
9613,Brent crude oil slips towards $92 on weak German industrial data,"{""Brent crude oil"": ""negative""}",11
9614,"Brent falls below $103 on higher Libyan output, lower geopolitical risk","{""Brent"": ""negative""}",11
9635,Disturbance in Saudi oil space can cause market fall: Ambit Capital,"{""market"": ""negative""}",11
9658,Fuel & debt woes may blow out power company stocks gains,"{""power company"": ""negative""}",11
9730,Oil prices at a 13-month low; slips to $102 per barrel,"{""Oil"": ""negative""}",11
9787,"US oil dives below $100 on Kansas refinery outage, equity drop","{""US oil"": ""negative""}",11
9790,VW hits 4-year low as diesel emissions fallout spreads to France,"{""VW"": ""negative""}",11
9807,"As oil slides fast to near 7-year low, crude options stay calm","{""oil"": ""negative""}",12
9814,Brent's premium to Dubai crude falls to lowest in nearly 4 years,"{""Brent"": ""negative""}",12
9821,Crash in crude prices:  Sectors and stocks that will be affected,"{""crude"": ""negative""}",12
9845,Hedge funds give up betting on oil as prices continue to tumble,"{""oil"": ""negative""}",12
9887,S Korean shares fall to 5-week low on oil plunge; won firmer,"{""S Korean shares"": ""negative""}",12
9947,"Brent falls to 27-month low, under $91 on global growth, oil glut concerns","{""Brent"": ""negative""}",13
9948,Brent's premium to Dubai crude falls to lowest in more than 3 months,"{""Brent"": ""negative""}",13
9949,"Bulls run for cover: Sensex plunges over 860 points on oil, Greece concerns","{""Sensex"": ""negative""}",13
9957,Do not recommend entering in oil marketing space at this level: Phani Sekhar,"{""oil marketing space"": ""negative""}",13
9973,Iran drops crude price to 3-year low in fight for Asia market share,"{""crude"": ""negative""}",13
10005,Sovereign wealth funds sell chunk of Indian stocks; oil-rich countries among top sellers,"{""Indian stocks"": ""negative""}",13
10032,Crude likely to fall to $60 a barrel in near to medium term: Experts,"{""Crude"": ""negative""}",14
10041,Feels like 1986: Oil on track for longest weekly losing streak in 29 years,"{""Oil"": ""negative""}",14
10109,Goldman Sachs thinks oil prices could fall another 50% as the market spends another year sorting itself out,"{""oil"": ""negative"", ""Goldman Sachs"": ""neutral""}",18
10120,Current surge in fuel prices not enough to reassure investment in oil and gas space: Hemindra Hazari,"{""oil"": ""neutral"", ""gas space"": ""neutral""}",17
10124,Upside left in oil PSUs; infra and engineering stocks need to justify their current pricing: IV Subramaniam,"{""oil PSUs"": ""positive"", ""infra"": ""neutral"", ""engineering stocks"": ""neutral""}",17
10129,"Even after the dream run, PSU oil companies like BPCL, HPCL, others have much upside left","{""BPCL"": ""positive"", ""HPCL"": ""positive""}",16
10130,"IGL zooms 12%, GAIL hits 52-week high even as oil ministry cuts CNG price by 30%","{""IGL"": ""positive"", ""GAIL"": ""positive""}",16
10137,"Subsidy phase-out will drive further upside in oil & gas stocks: Deven Choksey, KR Choksey Sec","{""oil & gas stocks"": ""positive"", ""KR Choksey Sec"": ""neutral""}",16
10142,"ONGC, Oil India slip as Oil Ministry proposes higher gas price on extra output only","{""ONGC"": ""positive"", ""Oil India"": ""positive""}",15
10151,"Need to be patient while investing in oil and gas stocks: IV Subramaniam, Quantum AMC","{""oil and gas stocks"": ""positive"", ""Quantum AMC"": ""neutral""}",15
10155,"Sensex, Nifty @ life high on rate cut hopes, crude; top 10 stocks in focus","{""Sensex"": ""positive"", ""Nifty"": ""positive""}",15
10163,"Metals, oil and gas to lead earnings downgrade this quarter: Prashasta Seth, IIFL AMC","{""Metals"": ""negative"", ""oil and gas"": ""negative"", ""IIFL AMC"": ""neutral""}",14
10177,"Gilts, IRF soar on receding inflationary pressures, falling crude, ease of trading in futures","{""Gilts"": ""positive"", ""IRF"": ""positive""}",14
10178,"Good opportunity to buy Reliance, ONGC and Oil India at lower levels: Deven Choksey","{""Reliance"": ""positive"", ""ONGC"": ""positive"", ""Oil India"": ""positive""}",14
10189,"Petrol, diesel prices hiked again, but OMC stocks remain subdued; IOC, HPCL in red","{""OMC stocks"": ""negative"", ""IOC"": ""negative"", ""HPCL"": ""negative""}",14
10194,"SpiceJet, Jet Airways jump up to 7 per cent on aviation fuel price cut","{""SpiceJet"": ""positive"", ""Jet Airways"": ""positive""}",14
10234,"Private banks, power, oil & gas, auto, tourism to outperform in 2015: Emkay","{""Private banks"": ""positive"", ""power"": ""positive"", ""oil & gas"": ""positive"", ""auto"": ""positive"", ""tourism"": ""positive""}",13
10238,"Returns are high in Fin Tech, BGR Energy, HFCL Infotel stocks: Deepak Mohoni","{""Fin Tech"": ""positive"", ""BGR Energy"": ""positive"", ""HFCL Infotel"": ""positive""}",13
10259,"Avoid PSU oil & gas space altogether: Mehraboon Irani, Nirmal Bang Securities","{""PSU oil & gas space"": ""negative"", ""Nirmal Bang Securities"": ""neutral""}",12
10260,"Banking, energy and FMCG stocks may push Nifty towards 6650-6700: Mitesh Thacker","{""Banking"": ""positive"", ""energy"": ""positive"", ""FMCG stocks"": ""positive"", ""Nifty"": ""neutral""}",12
10263,"BPCL, HPCL in red on fuel price cut, rise in global prices","{""BPCL"": ""negative"", ""HPCL"": ""negative""}",12
10295,"Play renewable energy theme indirectly with Elecon Engg, Shanti Gears: Parag Thakkar","{""Elecon Engg"": ""positive"", ""Shanti Gears"": ""positive""}",12
10309,"Ukraine crisis over? Oil marketing companies gain as rupee appreciates, crude slips","{""Oil marketing companies"": ""positive"", ""rupee"": ""positive"", ""crude"": ""negative""}",12
10311,US stocks: Wall Street ends down 5th session; oil prices fall further,"{""Wall Street"": ""negative"", ""oil"": ""negative""}",12
10330,"Cess may impact EPS of Oil India, ONGC, Cairn: Prabhudas Lilladher","{""Oil India"": ""negative"", ""ONGC"": ""negative"", ""Cairn"": ""negative""}",11
10369,"Rupee, rupiah lead Asia FX losses as Iraq tension boosts oil","{""oil"": ""positive"", ""Rupee"": ""negative"", ""rupiah"": ""negative""}",11
10371,"S.Korean shares, won fall on slumping oil, soft China trade data","{""S.Korean shares"": ""negative"", ""won"": ""negative"", ""oil"": ""negative""}",11
10392,10-year bonds hit over 13-month high; fall in crude helps,"{""10-year bonds"": ""positive"", ""crude"": ""negative""}",10
10402,"Brent oil dips below $102 on demand fears, strong dollar","{""dollar"": ""positive"", ""Brent oil"": ""negative""}",10
10404,Energy stocks rise as Syria fears push up oil price,"{""Energy stocks"": ""positive"", ""oil"": ""positive""}",10
10415,"Oil,banking stocks good bet among large cap names: Deven Choksey","{""Oil"": ""positive"", ""banking stocks"": ""positive""}",10
10417,"Price hike to fuel follow-on public offer for ONGC, IOC","{""ONGC"": ""positive"", ""IOC"": ""positive""}",10
10454,"Gloomy French data hits European shares, Iraq keeps oil high","{""oil"": ""positive"", ""European shares"": ""negative""}",10
10455,"Gloomy French data hits European stocks, Iraq keeps oil high","{""oil"": ""positive"", ""European stocks"": ""negative""}",10
10456,"Great Eastern Energy, Shemaroo IPOs among five cleared by Sebi","{""Great Eastern Energy"": ""neutral"", ""Shemaroo"": ""neutral"", ""Sebi"": ""neutral""}",10
10476,"Nikkei falls on Greece worries, weak oil prices; Sony surges","{""Sony"": ""positive"", ""Nikkei"": ""negative"", ""oil"": ""negative""}",10
10495,"Sensex opens in red, oil & gas, FMCG, tech decline","{""Sensex"": ""negative"", ""oil & gas"": ""negative"", ""FMCG"": ""negative"", ""tech"": ""negative""}",10
10509,Strong U.S. housing data hurts Asia FX; Oil hits ringgit,"{""Asia FX"": ""negative"", ""Oil"": ""negative""}",10
10512,"Telecom, power, oil sectors most vulnerable to policy risks: Study","{""Telecom"": ""negative"", ""power"": ""negative"", ""oil sectors"": ""negative""}",10
10548,"Gold and silver down as oil retreats, hit sell-stops","{""Gold"": ""negative"", ""silver"": ""negative"", ""oil"": ""negative""}",9
10578,Rouble drops against dollar as oil price slumps again,"{""dollar"": ""positive"", ""Rouble"": ""negative"", ""oil"": ""negative""}",9
10599,"Asian markets edge lower, supply concerns keep oil down","{""Asian markets"": ""negative"", ""oil"": ""negative""}",9
10600,Australia shares fall as oil slump wallops energy stocks,"{""Australia shares"": ""negative"", ""oil"": ""negative""}",9
10608,Falling crude prices spook Asian shares; Nikkei tanks 1.4%,"{""crude"": ""negative"", ""Asian shares"": ""negative"", ""Nikkei"": ""negative""}",9
10662,"Jet Airways, SpiceJet surge after fuel price cut","{""Jet Airways"": ""positive"", ""SpiceJet"": ""positive""}",8
10681,"Global oil worries, rupeee fall weigh on stocks","{""oil"": ""negative"", ""rupee"": ""negative""}",8
10724,"Asian shares edge higher, oil nurses losses","{""Asian shares"": ""positive"", ""oil"": ""negative""}",7
10735,"Oil, global markets may weigh on Gulf","{""Oil"": ""neutral"", ""Gulf"": ""neutral""}",7
10753,Australia shares flat; energy drags,"{""Australia shares"": ""neutral"", ""energy"": ""neutral""}",5
